Service Area,Account Description,Creditor,Transaction Date,JV Reference,JV Date,JV Value
Family Services,Other Transfer Payments to Soc,SPENCER,08/10/2014,3181,18/11/2014,3
Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 163,21/10/2014,3499,18/11/2014,60.44
Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 38,09/10/2014,3390,18/11/2014,34
Family Services,Food Costs,SUBWAY,07/10/2014,3387,18/11/2014,10
Family Services,Postage,SUPERDRUG STORES PL,03/11/2014,3442,18/11/2014,7.44
Family Services,Equipment and Materials Purcha,TESCO DELIVERY SAVE,27/10/2014,3257,18/11/2014,6
Family Services,Equipment and Materials Purcha,TESCO DIRECT,30/10/2014,3463,18/11/2014,17.5
Education,Telephones Calls,TESCO MOBILE TOPUP,21/10/2014,3316,18/11/2014,10
Education,Telephones Calls,TESCO MOBILE TOPUP,17/10/2014,3315,18/11/2014,15
Family Services,Food Costs,TESCO STORE 2126,24/10/2014,3260,18/11/2014,60.57
Family Services,Equipment and Materials Purcha,TESCO STORE 2296,21/10/2014,3255,18/11/2014,8
Family Services,Food Costs,TESCO STORE 2296,24/10/2014,3500,18/11/2014,22.04
Family Services,Food Costs,TESCO STORE 2296,27/10/2014,3394,18/11/2014,3.2
Family Services,Food Costs,TESCO STORE 2296,31/10/2014,3348,18/11/2014,32.81
Family Services,Other Services,TESCO STORE 2296,31/10/2014,3520,18/11/2014,28
Education,Equipment and Materials Purcha,TESCO STORE 2296,15/10/2014,3314,18/11/2014,49.23
Education,Equipment and Materials Purcha,TESCO STORE 2654,03/10/2014,3128,18/11/2014,21.73
Education,Equipment and Materials Purcha,TESCO STORE 35,27/10/2014,3319,18/11/2014,30
Family Services,Food Costs,TESCO STORES 2296,06/10/2014,3386,18/11/2014,4.63
Family Services,Other Services,TESCO STORES 2296,06/10/2014,3385,18/11/2014,9.39
Education,Equipment and Materials Purcha,TESCO STORES 2296,13/10/2014,3311,18/11/2014,23.4
Education,Equipment and Materials Purcha,TESCO STORES 2544,28/10/2014,3320,18/11/2014,20.5
Family Services,Equipment and Materials Purcha,TESCO STORES 5655,20/10/2014,3460,18/11/2014,4.9
Family Services,Equipment and Materials Purcha,TESCO STORES 5655,27/10/2014,3461,18/11/2014,4.9
Family Services,Equipment and Materials Purcha,TESCO STORES 5655,10/10/2014,3459,18/11/2014,6.27
Family Services,Equipment and Materials Purcha,TESCO STORES 5655,31/10/2014,3462,18/11/2014,4.9
Family Services,Food Costs,TESCO STORES 6412,10/10/2014,3354,18/11/2014,19.31
Family Services,Food Costs,TESCO STORES 6412,27/10/2014,3364,18/11/2014,27.13
Family Services,Equipment and Materials Purcha,TESCO STORES 644,21/10/2014,3254,18/11/2014,240.2
Family Services,Equipment and Materials Purcha,TESCO STORES 644,07/10/2014,3249,18/11/2014,228.37
Family Services,Equipment and Materials Purcha,TESCO STORES 644,28/10/2014,3258,18/11/2014,29.79
Family Services,Equipment and Materials Purcha,TESCO STORES 644,20/10/2014,3252,18/11/2014,28.92
Family Services,Food Costs,TESCO STORES 644,14/10/2014,3250,18/11/2014,226.41
Deputy Chief Operating Officer,Consumable Catering Supplies,TESCO STORES-2265,22/10/2014,3303,18/11/2014,33.01
Deputy Chief Operating Officer,Consumable Catering Supplies,TESCO STORES-2265,22/10/2014,3304,18/11/2014,3
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,14/10/2014,3290,18/11/2014,11.5
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,08/10/2014,3288,18/11/2014,11.5
Deputy Chief Operating Officer,Travelling Expenses,TFL CC/LEZ CHARGE,20/10/2014,3291,18/11/2014,11.5
Education,Travelling Expenses,TFL CC/LEZ CHARGE,21/10/2014,3125,18/11/2014,23
Deputy Chief Operating Officer,Subsistence,THE CORNER CAFE,20/10/2014,3299,18/11/2014,6.5
Family Services,Other Services,THORPE PARK CC,31/10/2014,3522,18/11/2014,21
Family Services,Other Services,THORPE PARK CC,31/10/2014,3521,18/11/2014,86
Family Services,Private Contractors - Third Pa,TICKETMASTER UK,27/10/2014,3365,18/11/2014,850
Family Services,Miscellaneous Expenses,TVLICENSING.CO.UK,21/10/2014,3486,18/11/2014,145.5
Family Services,Miscellaneous Expenses,TVLICENSING.CO.UK,03/10/2014,3483,18/11/2014,145.5
Street Scene,Travelling Expenses,UK PARKING CONTROL,06/10/2014,3108,18/11/2014,61.5
Family Services,Professional Services,VIRGIN MONEY GIVING,15/10/2014,3404,18/11/2014,7
Family Services,Travelling Expenses,VIRGINTRAINS.CO.UK,08/10/2014,3284,18/11/2014,341
Street Scene,Training,VOSA-TRAINING,23/10/2014,3505,18/11/2014,151.8
Family Services,Other Services,VUE BSL LTD,27/10/2014,3393,18/11/2014,17.1
Family Services,Other Services,VUE BSL LTD,27/10/2014,3392,18/11/2014,19.1
Family Services,Private Contractors - Third Pa,VUE BSL LTD,03/11/2014,3377,18/11/2014,35.5
Family Services,Private Contractors - Third Pa,VUE BSL LTD,03/11/2014,3378,18/11/2014,14.4
Education,Equipment and Materials Purcha,WAITROSE 124,30/10/2014,3132,18/11/2014,33.95
Education,Equipment and Materials Purcha,WAITROSE 124,03/10/2014,3129,18/11/2014,26.35
Education,Food Costs,WAITROSE 124,07/10/2014,3117,18/11/2014,12
Family Services,Books-CDs-Audio-Video,WH SMITH,20/10/2014,3358,18/11/2014,3.29
Family Services,Building Repairs & Maintenance,WICKES BUILDING,29/10/2014,3416,18/11/2014,427.26
Education,Equipment and Materials Purcha,WMF UNITED KINGDOM,28/10/2014,3321,18/11/2014,148.8
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3180,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3177,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3175,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3174,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3173,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3172,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3176,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3178,18/11/2014,10.52
Family Services,Private Contractors - Third Pa,WORLD OF WARCRAFT S,03/11/2014,3179,18/11/2014,10.52
Children's Service DSG,Books-CDs-Audio-Video,WP-THE BRITISH ASS,06/10/2014,3443,18/11/2014,10
Education,Books-CDs-Audio-Video,WWW.ASE.ORG.UK,02/10/2014,3468,18/11/2014,221
Family Services,Equipment and Materials Purcha,WWW.BEDWAREHOUSEDIR,08/10/2014,3286,18/11/2014,329.9
Family Services,Other Transfer Payments to Soc,WWW.BEDWAREHOUSEDIR,10/10/2014,3509,18/11/2014,234.9
Family Services,Equipment and Materials Purcha,WWW.CARPCO.CO.UK,31/10/2014,3467,18/11/2014,43.21
Children's Service DSG,Equipment and Materials Purcha,WWW.CONNEVANS.COM,07/10/2014,3425,18/11/2014,289.86
Deputy Chief Operating Officer,Advertising,WWW.GETTYIMAGES.COM,20/10/2014,3337,18/11/2014,58.25
Children's Service DSG,Equipment and Materials Purcha,WWW.JOHNLEWIS.COM,03/11/2014,3447,18/11/2014,47.97
Family Services,Food Costs,WWW.MILKANDMORE.CO.,23/10/2014,3224,18/11/2014,35.2
Family Services,Equipment and Materials Purcha,WWW.NISBETS.COM,27/10/2014,3287,18/11/2014,325.27
Family Services,Equipment and Materials Purcha,WWW.QVCUK.COM,31/10/2014,3242,18/11/2014,27.95
Adults and Communities,Postage,WWW.ROYALMAIL.COM,30/10/2014,3334,18/11/2014,124
Adults and Communities,Postage,WWW.ROYALMAIL.COM,09/10/2014,3333,18/11/2014,124
Street Scene,Equipment and Materials Purcha,WWW.STANTONHOPE.CO.,28/10/2014,3114,18/11/2014,40.8
Street Scene,Equipment and Materials Purcha,WWW.STANTONHOPE.CO.,13/10/2014,3109,18/11/2014,145.14
Family Services,Private Contractors - Third Pa,amazonpayments.co.u,30/10/2014,3417,18/11/2014,52.09
Children's Family Services,Equipment and Materials Purcha,99P STORES LTD,21/11/2014,3841,17/12/2014,66.92
Commissioning,IT Services,ADOBE SYSTEMS SOFTW,10/11/2014,3683,17/12/2014,114.33
Children's Family Services,Travelling Expenses,APCOA - NORTHWICK P,17/11/2014,3713,17/12/2014,6.1
Children's Family Services,Equipment and Materials Purcha,APPLE ONLINE STORE,01/12/2014,3645,17/12/2014,749
Children's Family Services,Private Contractors - Third Pa,ARAGON 356-2248-497,10/11/2014,3978,17/12/2014,-37
Children's Family Services,Private Contractors - Third Pa,ARAGON 356-2248-497,10/11/2014,3979,17/12/2014,-27
Children's Family Services,Other Transfer Payments to Soc,ARGOS DIRECT,20/11/2014,3905,17/12/2014,-179.99
Children's Family Services,Other Transfer Payments to Soc,ARGOS LTD,10/11/2014,3939,17/12/2014,36.98
Children's Family Services,Equipment and Materials Purcha,ARGOS LTD,01/12/2014,3607,17/12/2014,59.99
Children's Family Services,Equipment and Materials Purcha,ARGOS LTD,14/11/2014,3581,17/12/2014,6.17
Children's Family Services,Equipment and Materials Purcha,ARGOS LTD,27/11/2014,3903,17/12/2014,56.18
Children's Family Services,Food Costs,ASDA  DIRECT WEB 43,14/11/2014,3580,17/12/2014,-6
Children's Family Services,Equipment and Materials Purcha,ASDA HOME SHOPPING,06/11/2014,3623,17/12/2014,95
Children's Family Services,Cleaning and domestic material,ASDA HOME SHOPPING,25/11/2014,3597,17/12/2014,18.85
Children's Family Services,Cleaning and domestic material,ASDA HOME SHOPPING,11/11/2014,3575,17/12/2014,11
Children's Family Services,Cleaning and domestic material,ASDA HOME SHOPPING,18/11/2014,3588,17/12/2014,34.02
Children's Family Services,Equipment and Materials Purcha,ASDA HOME SHOPPING,04/11/2014,3568,17/12/2014,155.12
Children's Family Services,Food Costs,ASDA HOME SHOPPING,04/11/2014,3567,17/12/2014,-2.96
Children's Family Services,Food Costs,ASDA HOME SHOPPING,25/11/2014,3598,17/12/2014,109.46
Children's Family Services,Food Costs,ASDA HOME SHOPPING,11/11/2014,3576,17/12/2014,180.39
Children's Family Services,Food Costs,ASDA HOME SHOPPING,18/11/2014,3589,17/12/2014,163.97
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,14/11/2014,3611,17/12/2014,125.71
Children's Family Services,Food Costs,ASDA SUPERSTORE,19/11/2014,3675,17/12/2014,6.32
Children's Family Services,Cleaning and domestic material,ASDA SUPERSTORE,04/11/2014,3812,17/12/2014,13.46
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,28/11/2014,3824,17/12/2014,51.79
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,04/11/2014,3813,17/12/2014,13.5
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,27/11/2014,3822,17/12/2014,50
Children's Family Services,Food Costs,ASDA SUPERSTORE,27/11/2014,3823,17/12/2014,10.29
Children's Family Services,Food Costs,ASDA SUPERSTORE,04/11/2014,3814,17/12/2014,38.55
Children's Family Services,Food Costs,ASDA SUPERSTORE,28/11/2014,3825,17/12/2014,46.73
Children's Family Services,Cleaning and domestic material,ASDA SUPERSTORE,01/12/2014,3606,17/12/2014,1.8
Children's Family Services,Cleaning and domestic material,ASDA SUPERSTORE,10/11/2014,3573,17/12/2014,11
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,17/11/2014,3585,17/12/2014,34
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,01/12/2014,3604,17/12/2014,8
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,17/11/2014,3586,17/12/2014,5
Children's Family Services,Food Costs,ASDA SUPERSTORE,24/11/2014,3591,17/12/2014,85.1
Children's Family Services,Food Costs,ASDA SUPERSTORE,17/11/2014,3582,17/12/2014,61.89
Children's Family Services,Food Costs,ASDA SUPERSTORE,06/11/2014,3571,17/12/2014,31.8
Children's Family Services,Food Costs,ASDA SUPERSTORE,10/11/2014,3572,17/12/2014,76.15
Children's Family Services,Food Costs,ASDA SUPERSTORE,01/12/2014,3605,17/12/2014,82.13
Children's Family Services,Food Costs,ASDA SUPERSTORE,12/11/2014,3579,17/12/2014,8
Children's Family Services,Food Costs,ASDA SUPERSTORE,12/11/2014,3577,17/12/2014,17.49
Children's Family Services,Stationery,ASDA SUPERSTORE,17/11/2014,3584,17/12/2014,4
Children's Family Services,Publications,ASDA SUPERSTORE,10/11/2014,3574,17/12/2014,0.55
Children's Family Services,Publications,ASDA SUPERSTORE,12/11/2014,3578,17/12/2014,0.55
Children's Family Services,Publications,ASDA SUPERSTORE,01/12/2014,3603,17/12/2014,0.55
Children's Family Services,Publications,ASDA SUPERSTORE,17/11/2014,3583,17/12/2014,0.55
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,11/11/2014,3796,17/12/2014,3.47
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,19/11/2014,3797,17/12/2014,4.19
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,27/11/2014,3874,17/12/2014,18.66
Children's Family Services,Subscriptions,ASDAN,20/11/2014,3788,17/12/2014,289.49
Children's Family Services,Equipment and Materials Purcha,Amazon EU,01/12/2014,3620,17/12/2014,13.99
Children's Family Services,Equipment and Materials Purcha,Amazon EU,06/11/2014,3622,17/12/2014,22.39
Children's Family Services,Equipment and Materials Purcha,Amazon EU,21/11/2014,3634,17/12/2014,81.99
Children's Family Services,Equipment and Materials Purcha,Amazon EU,20/11/2014,3633,17/12/2014,25
Streetscene,Equipment and Materials Purcha,Amazon EU,06/11/2014,3532,17/12/2014,10.8
Streetscene,Equipment and Materials Purcha,Amazon EU,21/11/2014,3537,17/12/2014,94.66
Children's Family Services,Books-CDs-Audio-Video,Amazon EU,25/11/2014,3806,17/12/2014,129.54
Parking & Infrastructure,Equipment and Materials Purcha,Amazon EU,06/11/2014,3531,17/12/2014,41.8
Children's Family Services,Equipment and Materials Purcha,Amazon EU,24/11/2014,3857,17/12/2014,114.28
Children's Family Services,Equipment and Materials Purcha,Amazon EU,21/11/2014,3852,17/12/2014,74.84
Children's Family Services,Equipment and Materials Purcha,Amazon EU,24/11/2014,3855,17/12/2014,65.24
Children's Family Services,Equipment and Materials Purcha,Amazon EU,24/11/2014,3856,17/12/2014,17.28
Children's Family Services,Equipment and Materials Purcha,Amazon EU,21/11/2014,3850,17/12/2014,17.28
Children's Family Services,Equipment and Materials Purcha,Amazon EU,21/11/2014,3848,17/12/2014,9.13
Children's Family Services,Equipment and Materials Purcha,Amazon EU,19/11/2014,3834,17/12/2014,19.9
Children's Family Services,Equipment and Materials Purcha,Amazon EU,19/11/2014,3833,17/12/2014,32.53
Children's Family Services,Equipment and Materials Purcha,Amazon EU,21/11/2014,3846,17/12/2014,24.57
Children's Service DSG,Postage,Amazon EU,26/11/2014,3918,17/12/2014,42.59
Children's Education & Skills,Books-CDs-Audio-Video,Amazon Mktplce EU-U,28/11/2014,3889,17/12/2014,21.48
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,24/11/2014,3635,17/12/2014,22.76
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,19/11/2014,3630,17/12/2014,10.55
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,24/11/2014,3636,17/12/2014,42.99
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,10/11/2014,3624,17/12/2014,4.22
Commissioning,Books-CDs-Audio-Video,Amazon Mktplce EU-U,26/11/2014,3798,17/12/2014,81.9
Children's Family Services,Stationery,Amazon Mktplce EU-U,25/11/2014,3821,17/12/2014,17.98
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,28/11/2014,3885,17/12/2014,4.3
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,27/11/2014,3882,17/12/2014,4.21
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,01/12/2014,3887,17/12/2014,10.8
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,28/11/2014,3884,17/12/2014,5.1
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,28/11/2014,3883,17/12/2014,17.5
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,27/11/2014,3881,17/12/2014,3.01
Streetscene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,24/11/2014,3539,17/12/2014,3.58
Streetscene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,07/11/2014,3533,17/12/2014,2.12
Streetscene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,24/11/2014,3538,17/12/2014,50
Parking & Infrastructure,Books-CDs-Audio-Video,Amazon Mktplce EU-U,25/11/2014,3541,17/12/2014,51.02
Streetscene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,01/12/2014,3542,17/12/2014,35.51
Streetscene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,17/11/2014,3535,17/12/2014,8.14
Streetscene,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/11/2014,3534,17/12/2014,8.15
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,13/11/2014,3751,17/12/2014,83.2
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,12/11/2014,3749,17/12/2014,395.85
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,01/12/2014,3794,17/12/2014,33.95
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,25/11/2014,3792,17/12/2014,6.99
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3789,17/12/2014,6.99
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,12/11/2014,3748,17/12/2014,57.3
Children's Family Services,Other Services,Amazon Mktplce EU-U,20/11/2014,3708,17/12/2014,19.5
Children's Family Services,Other Services,Amazon Mktplce EU-U,20/11/2014,3709,17/12/2014,7.91
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,20/11/2014,3864,17/12/2014,25.98
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,21/11/2014,3868,17/12/2014,11.92
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,21/11/2014,3869,17/12/2014,2.49
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,20/11/2014,3866,17/12/2014,24
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,24/11/2014,3854,17/12/2014,199.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3835,17/12/2014,7.4
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3836,17/12/2014,3.53
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3837,17/12/2014,2.4
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3838,17/12/2014,4.95
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3839,17/12/2014,3.34
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/11/2014,3840,17/12/2014,2.19
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/11/2014,3845,17/12/2014,3.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,19/11/2014,3831,17/12/2014,9.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,19/11/2014,3832,17/12/2014,13.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/11/2014,3847,17/12/2014,20
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/11/2014,3849,17/12/2014,8.84
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/11/2014,3851,17/12/2014,221.33
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,24/11/2014,3853,17/12/2014,1.6
Children's Family Services,E19 - Learning Resources,Amazon Mktplce EU-U,20/11/2014,3865,17/12/2014,7.9
Children's Family Services,E19 - Learning Resources,Amazon Mktplce EU-U,20/11/2014,3867,17/12/2014,0.76
Children's Family Services,E19 - Learning Resources,Amazon Mktplce EU-U,21/11/2014,3870,17/12/2014,1.99
Children's Family Services,E19 - Learning Resources,Amazon Mktplce EU-U,24/11/2014,3872,17/12/2014,9.8
Children's Family Services,E19 - Learning Resources,Amazon Mktplce EU-U,24/11/2014,3873,17/12/2014,2.51
